,Date,Floor,Line,Buyer ,Sales Order No,Style No,Item,Start Date,Wr- Hr,Wr- Hr.,Plan Man Power. OP,Plan Man Power. HP,Actual Man Power OP,Actual Man Power HP,Target Hour.
861,2021-02-10,Unit: 01(Mr.Liton),L-08,Vertbaudet,4170005042,70026-1050,SLT,2020-12-28 00:00:00,8,11.0,17,2,15,2,4.839248366013072
862,2021-02-10,Unit: 01(Mr.Liton),L-10,H&M,4170005177,118182-5832(S-03),3-Pack V-Neck Slim Fit,2020-11-28 00:00:00,8,5.188,22,2,19,2,4.244344193817878
863,2021-02-10,Unit: 01(Mr.Liton),L-10,H&M,4170005210,179603-5832(S-03),V-Neck Slim Fit 3-Pack,2020-11-28 00:00:00,8,7.562,22,2,19,2,0.0
864,2021-02-10,Unit: 02 (Mr. Zakir),L-11,A.Tion Fashion,4170005095,EPB5TS1902A,SS T-Shirt,2020-12-31 00:00:00,8,10.625,22,2,22,2,5.549908424908425
865,2021-02-10,Unit: 02 (Mr. Zakir),L-12,Vertbaudet,4170005068,70209-0423,Pant,2021-01-02 00:00:00,8,10.020833333333334,22,4,22,2,6.102430555555555
866,2021-02-10,Unit: 02 (Mr. Zakir),L-13,Vertbaudet,4170004643,70214-0326,T-Shirt,2020-12-22 00:00:00,8,8.166666666666666,25,3,35,4,5.546191553544494
867,2021-02-10,Unit: 02 (Mr. Zakir),L-14,H&M,4170005196,247369-5828(S-03),Mushroom Polo,2020-12-20 00:00:00,8,7.737,20,2,31,3,4.786151960784313
868,2021-02-10,Unit: 02 (Mr. Zakir),L-14,H&M,4170005124,235667-8030(S-03),RC Mushroom Polo,2020-12-20 00:00:00,8,4.924764705882353,20,2,31,3,0.0
869,2021-02-10,Unit: 02 (Mr. Zakir),L-16,Hema,4170004913,342975 TOM,SS T-Shirt,2020-12-31 00:00:00,8,9.923076923076923,24,3,23,3,9.652981277981278
870,2021-02-10,Unit: 02 (Mr. Zakir),L-17,Hema,4170005082,307410 Table Tee,SS T-Shirt,2020-12-07 00:00:00,8,12.634615384615383,20,2,23,3,11.001561472715318
871,2021-02-10,Unit: 02 (Mr. Zakir),L-18,H&M,4170005196,247369-5828(S-03),Mushroom Polo,2020-12-12 00:00:00,8,9.184,29,2,33,3,6.312951671183379
872,2021-02-10,Unit: 02 (Mr. Zakir),L-18,H&M,4170005123,235668-8030(S-03),RC Mushroom Polo,2020-12-12 00:00:00,8,2.95488888888889,29,2,33,3,0.0
873,2021-02-10,Unit: 02 (Mr. Zakir),L-20,Hema,4170005082,307410 Table Tee,SS T-Shirt,2020-12-21 00:00:00,8,12.442307692307692,22,2,23,3,16.686061801446414
874,2021-02-10,Unit: 03(Mr. Sajadur Rahman),L-21,Hema,4170004961,331086 Polo Fluo,SS Polo,2020-12-10 00:00:00,8,3.576,28,2,29,4,23.2399898989899
875,2021-02-10,Unit: 03(Mr. Sajadur Rahman),L-21,Hema,4170004898,307361 Trevor Slub,SS Polo,2021-01-02 00:00:00,8,4.181575757575757,28,2,29,4,0.0
876,2021-02-10,Unit: 03(Mr. Sajadur Rahman),L-22,Hema,4170004579,333269,LS SB,2020-10-15 00:00:00,8,10.065217391304348,38,3,44,2,9.604511894995898
877,2021-02-10,Unit: 03(Mr. Sajadur Rahman),L-24,H&M,4170005206,179172-5832(S-03),Ronny R-Neck 3 Pack,2020-12-21 00:00:00,8,11.0,25,0,25,1,3.893435897435898
878,2021-02-10,Unit: 03(Mr. Sajadur Rahman),L-25,H&M,4170005206,179172-5832(S-03),Ronny R-Neck 3 Pack,2020-12-31 00:00:00,8,2.973,24,2,23,2,4.046251851851852
879,2021-02-10,Unit: 03(Mr. Sajadur Rahman),L-25,H&M,4170005213,251088-5832(S-03),Ronny R-Neck,2020-12-31 00:00:00,8,5.267,24,2,23,2,0.0
880,2021-02-10,Unit: 03(Mr. Sajadur Rahman),L-26,H&M,4170005213,251088-5832(S-03),Ronny R-Neck,2020-12-30 00:00:00,8,2.31,12,1,13,0,5.365413105413105
881,2021-02-10,Unit: 03(Mr. Sajadur Rahman),L-26,H&M,4170005206,179172-5832(S-03),Ronny R-Neck 3 Pack,2020-12-30 00:00:00,8,8.69,12,1,13,0,0.0
882,2021-02-10,Unit: 03(Mr. Sajadur Rahman),L-27,A.Tion Fashion,4170005176,PHB5TR3800C(3rd),T-Shirt,2020-12-31 00:00:00,8,8.0,23,2,23,2,5.238933333333333
883,2021-02-10,Unit: 03(Mr. Sajadur Rahman),L-28,Hema,417004856,330195,SS T-Shirt,2021-01-02 00:00:00,8,10.833333333333334,18,2,20,4,15.96034722222222
884,2021-02-10,Unit: 03(Mr. Sajadur Rahman),L-29,A.Tion Fashion,4170005176,PHB5TR3800C(3rd),T-Shirt,2020-12-31 00:00:00,8,7.7,13,1,10,0,10.839375
885,2021-02-10,Unit: 03(Mr. Sajadur Rahman),L-30,A.Tion Fashion,4170005176,PHB5TR3800C(3rd),T-Shirt,2020-12-31 00:00:00,8,8.0,13,1,13,0,20.68
886,2021-02-10,Unit: 04(Mr.Bhabesh Sarker),L-31,Hema,4170004850,308458 DINEKE,SS Drees,2020-11-23 00:00:00,8,9.655172413793103,26,4,26,3,17.195402298850574
887,2021-02-10,Unit: 04(Mr.Bhabesh Sarker),L-32,Hema,4170004916,342775/342609 Denton,SS Polo,2020-12-12 00:00:00,8,10.838709677419354,33,3,28,3,4.855161290322582
888,2021-02-10,Unit: 04(Mr.Bhabesh Sarker),L-33,Hema,4170005084,308658 Table Tee,SS T-Shirt,2020-12-29 00:00:00,8,11.0,18,1,16,2,16.836243386243385
889,2021-02-10,Unit: 04(Mr.Bhabesh Sarker),L-34,H&M,4170005197,162768-5832(S-03),R-Neck Slim Fit 5-Pack,2020-09-22 00:00:00,8,9.837,27,2,17,3,3.647287037037036
890,2021-02-10,Unit: 04(Mr.Bhabesh Sarker),L-34,H&M,4170005218,180497-5832(S-03),R-Neck Slim Fit-3 Pack,2020-09-22 00:00:00,8,2.7255000000000003,27,2,17,3,0.0
891,2021-02-10,Unit: 04(Mr.Bhabesh Sarker),L-35,HBI,4170004832,P4750,Tank Top,2020-12-29 00:00:00,8,11.0,18,1,13,2,4.662388888888889
892,2021-02-10,Unit: 04(Mr.Bhabesh Sarker),L-36,H&M,4170005197,162768-5832(S-03),R-Neck Slim Fit 5-Pack,2020-12-01 00:00:00,8,12.5625,18,2,17,3,4.382222222222223
893,2021-02-10,Unit: 04(Mr.Bhabesh Sarker),L-37,HBI,4170004831,P01BT,LS T-Shirt,2020-12-15 00:00:00,8,4.357,19,2,16,2,14.968650793650797
894,2021-02-10,Unit: 04(Mr.Bhabesh Sarker),L-37,Hema,4170005084,308658 Table Tee,SS T-Shirt,2020-12-15 00:00:00,8,3.865222222222221,19,2,16,2,0.0
895,2021-02-10,Unit: 04(Mr.Bhabesh Sarker),L-38,Vertbaudet,4170005040,70219-0179,S-SLV,2021-01-02 00:00:00,8,9.545454545454543,19,3,20,2,44.40909090909091
896,2021-02-10,Unit: 04(Mr.Bhabesh Sarker),L-39,H&M,4170005218,180497-5832(S-03),R-Neck Slim Fit-3 Pack,2021-12-31 00:00:00,8,8.774,12,2,14,2,11.826130952380952
897,2021-02-10,Unit: 04(Mr.Bhabesh Sarker),L-39,H&M,4170005197,162768-5832(S-03),R-Neck Slim Fit 5-Pack,2021-12-31 00:00:00,8,3.976000000000001,12,2,14,2,0.0
898,2021-02-10,Unit: 04(Mr.Bhabesh Sarker),L-40,Vertbaudet,4170004641,70211-0307,LS T-Shirt,2020-12-22 00:00:00,8,1.306,24,4,28,3,12.622795698924731
899,2021-02-10,Unit: 04(Mr.Bhabesh Sarker),L-40,Vertbaudet,4170005006,70211-0307,LS T-Shirt,2020-12-22 00:00:00,8,7.597225806451612,24,4,28,3,0.0
